pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pid,pkey,ptype_id,pjournal_id,pbooktitle_id,pjournalfull_id,pbooktitlefull_id,partition
yossi borenstein|abdullah alsheddy|edward p. k. tsang|nazaraf shah,,the degree of dynamism for workforce scheduling problem with stochastic task duration.,2009,,,,266824,conf/gecco/BorensteinATS09,4,0,620,0,620,1
adam stone|benjamin alfonsi|scott l. andresen,,news.,2004,,,,2007281,journals/ieeesp/StoneAA04,3,406,5,406,5,1
jianhong zhang|shen-sheng zhang|jian cao,,planning based service composition system.,2004,,,,624539,conf/pdcat/ZhangZC04,1,0,1422,0,1422,1
tomaso de cola|mario marchese,,study and performance analysis of transport layer mechanisms applied in military radio environment.,2006,,,,2335019,journals/cee/ColaM06,1,565,5,565,5,1
li jinhai|fang lide|cao suosheng|kong xiangjie,,analysis of dynamic model of heating system after step change of water supply temperature.,2008,,,,872084,conf/icarcv/JinhaiLSX08,1,0,1056,0,1056,1
muzhou xiong|michael lees|wentong cai|suiping zhou|malcolm yoke-hean low,,hybrid modelling of crowd simulation.,2010,,,,2417263,journals/procedia/XiongLCZL10,3,622,5,622,5,1
christopher f. jones,,beyond evolution: the transformation of the princeton university help desk.,1996,,,,705747,conf/siguccs/Jones96a,1,0,316,0,316,1
fuyuko ito|yasunari sasaki|tomoyuki hiroyasu|mitsunori miki,,feeling expression using avatars and its consistency for subjective annotation.,2008,,,,767973,conf/webist/ItoSHM08a,1,0,2712,0,2712,1
thomas gschwind|jana koehler|janette wong,,applying patterns during business process modeling.,2008,,,,81010,conf/bpm/GschwindKW08,1,0,1357,0,1357,1
matti åstrand|jukka suomela,,fast distributed approximation algorithms for vertex cover and set cover in anonymous networks.,2010,,,,720923,conf/spaa/AstrandS10,1,0,968,0,968,1
tim mills|ken moody|kerry rodden,,providing world wide access to historical sources.,1997,,,,1880750,journals/cn/MillsMR97,3,174,5,174,5,1
chandra sekhar seelamantula|michael unser,,performance analysis of reconstruction techniques for frequency-domain optical-coherence tomography.,2010,,,,2351702,journals/tsp/SeelamantulaU10,3,15,5,15,5,1
cao an wang|boting yang,,a lower bound for beta-skeleton belonging to minimum weight triangulations.,2001,,,,1890841,journals/comgeo/WangY01,3,9,5,9,0,1
annanda th. rath|saraswathi krithivasan|sridhar iyer,,hsm: a hybrid streaming mechanism for delay-tolerant multimedia applications.,2006,,,,838665,conf/momm/RathKI06,1,0,2714,0,2714,1
p. r. f. cunha|t. s. e. maibaum,,a communication data type for message oriented programming.,1980,,,,647689,conf/programm/CunhaM80,1,0,2715,0,2715,1
dick c. a. bulterman|pablo césar|a. j. jansen,,an architecture for viewer-side enrichment of tv content.,2006,,,,590163,conf/mm/BultermanCJ06,1,0,74,0,74,1
ronen feldman|binyamin rosenfeld|stephen soderland|oren etzioni,,self-supervised relation extraction from the web.,2006,,,,516205,conf/ismis/FeldmanRSE06,4,0,181,0,181,1
haitao tian|liusheng huang|jiulong shan|guoliang chen,,automated vulnerability management through web services.,2003,,,,261837,conf/gcc/TianHSC03,1,0,789,0,789,1
michael lindner|meir kalech|gal a. kaminka,,a representation for coordination fault detection in large-scale multi-agent systems.,2009,,,,1825966,journals/amai/LindnerKK09,1,429,5,429,5,1
qianneng zhou|fengchang lai|mingyan yu,,on-chip 3.3v-to-1.8v voltage down converter for low-power vlsi chips.,2006,,,,274684,conf/glvlsi/ZhouLY06,1,0,284,0,284,1
jasminka matevska|wilhelm hasselbring,,a scenario-based approach to increasing service availability at runtime reconfiguration of component-based systems.,2007,,,,228816,conf/euromicro/MatevskaH07,3,0,1521,0,1521,1
patrick mcdaniel|atul prakash,,enforcing provisioning and authorization policy in the antigone system.,2006,,,,2099668,journals/jcs/McDanielP06,3,335,5,335,5,1
jacopo m. corridoni|alberto del bimbo|mauro mugnaini|pietro pala|f. turco,,pyramidal retrieval by color perceptive regions.,1997,,,,750702,conf/vl/CorridoniBMPT97,1,0,1408,0,1408,1
jun liu|sanjay ranka|tamer kahveci,,markers improve clustering of cgh data.,2007,,,,1844702,journals/bioinformatics/LiuRK07,3,61,5,61,5,1
wanan cui|shengbao yao|xiuning cao,,critical sequence optimization under adjustable resource-constrained project scheduling.,2008,,,,868414,conf/csse/CuiYC08a,1,0,5,0,5,1
kamal el-sankary|ali assi|mohamad sawan,,new sampling method to improve the sfdr of time-interleaved adcs.,2003,,,,495464,conf/iscas/El-SankaryAS03,1,0,5,0,5,1
jeong-jun song|forouzan golshani,,3d object retrieval by shape similarity.,2002,,,,176992,conf/dexa/SongG02,1,0,65,0,65,1
hoda dehmeshki|wolfgang stürzlinger,,using perceptual grouping for object group selection.,2006,,,,103361,conf/chi/DehmeshkiS06,1,0,275,0,275,1
katsuhiko nakamura,,incremental learning of context free grammars by extended inductive cyk algorithm.,2003,,,,202232,conf/ecml/Nakamura03,1,0,2717,0,2717,1
carlos eduardo rodrigues alves|edson norberto cáceres|siang wun song,,an all-substrings common subsequence algorithm.,2005,,,,2379938,journals/endm/AlvesCS05,3,19,5,19,5,1
amine tafat|michèle courant|béat hirsbrunner,,a generic coordination model for pervasive computing based on semantic web languages.,2004,,,,607858,conf/nldb/TafatCH04,4,0,1122,0,1122,1
j. a. tamplin|g. mcc. haworth,,chess endgames: data and strategy.,2003,,,,21769,conf/acg/TamplinH03,1,0,1282,0,1282,1
taras kowaliw|wolfgang banzhaf|nawwaf n. kharma|simon harding,,evolving novel image features using genetic programming-based image transforms.,2009,,,,821158,conf/cec/KowaliwBKH09,1,0,12,0,12,1
issam w. damaj,,programmable logic arrays.,2008,,,,2425114,reference/wiley/Damaj08a,6,0,2634,0,2634,1
tomasa calvo|ana pradera,,double aggregation operators.,2004,,,,1989649,journals/fss/CalvoP04,1,46,5,46,5,1
pance panov|saso dzeroski|larisa n. soldatova,,ontodm: an ontology of data mining.,2008,,,,355121,conf/icdm/PanovDS08,1,0,2156,0,2156,1
kazuhisa nakada|masahiko nakamoto|yoshinobu sato|kozo konishi|makoto hashizume|shinichi tamura,,a rapid method for magnetic tracker calibration using a magneto-optic hybrid tracker.,2003,,,,583534,conf/miccai/NakadaNSKHT03,1,0,376,0,376,1
mohamed rehan|pan agathoklis,,prediction-based flexible triangle search algorithm for block based motion estimation.,2006,,,,818568,conf/ccece/RehanA06,1,0,2170,0,2170,1
fanglei yi|yinfeng xu|chunlin xin,,online dial-a-ride problem with time-windows under a restricted information model.,2006,,,,19848,conf/aaim/YiXX06,4,0,205,0,205,1
charles e. jacobs|wilmot li|evan schrier|david bargeron|david salesin,,adaptive document layout.,2004,,,,1855610,journals/cacm/JacobsLSBS04,3,57,5,57,0,1
reinhold plösch|harald gruber|a. hentschel|christian körner|gustav pomberger|stefan schiffer|matthias saft|s. storck,,the emisq method - expert based evaluation of internal software quality.,2007,,,,800193,conf/sew/PloschGHKPSSS07,3,0,2157,0,2157,1
chi-sing leung|frank h. leung,,editorial for iconip 2006.,2007,,,,2161040,journals/nca/LeungL07,3,440,5,440,5,1
susanne boll|christopher jones|eric kansa|puneet kishor|mor naaman|ross purves|arno scharl|erik wilde,,location and the web (locweb 2008).,2008,,,,789441,conf/www/BollJKKNPSW08,4,0,82,0,82,1
andreas m. kogelnik|marie t. lott|michael d. brown|shamkant b. navathe|douglas c. wallace,,mitomap: a human mitochondrial genome database--1998 update.,1998,,,,2157248,journals/nar/KogelnikLBNW98,3,45,5,45,0,1
antonio fernández anta|michel raynal,,from an intermittent rotating star to a leader.,2007,,,,613708,conf/opodis/AntaR07,4,0,584,0,584,1
kaoru kurosawa|kazuhiro suzuki,,truly efficient 2-round perfectly secure message transmission scheme.,2009,,,,2262329,journals/tit/KurosawaS09,3,2,5,2,5,1
yung-yuan chen|ching-hwa cheng|jwu-e chen,,an efficient switching network fault diagnosis for reconfigurable vlsi/wsi array processors.,1995,,,,754984,conf/vlsid/ChenCC95,3,0,1,0,1,2
anwendung graphischer darstellungen im rahmen einer spezifikationssprache für das requirements engineering.,,z. sun,1988,,,,648625,conf/prozess/Sun88,1,0,2,0,2,2
matthew beaumont|john thornton|abdul sattar|michael j. maher,,solving over-constrained temporal reasoning problems using local search.,2004,,,,645750,conf/pricai/BeaumontTSM04,1,0,3,0,3,2
vipul gupta|michael wurm|yu zhu|matthew millard|stephen fung|nils gura|hans eberle|sheueling chang shantz,,sizzle: a standards-based end-to-end security architecture for the embedded internet.,2005,,,,2369654,journals/percom/GuptaWZMFGES05,3,1,5,1,5,2
wico mulder|geleyn r. meijer,,squads: software development and maintenance on the grid by means of mobile virtual organizations using adaptive information services.,2004,,,,449976,conf/ifip5-5/MulderM04,1,0,5,0,5,2
matthias b. hullin|johannes hanika|boris ajdin|hans-peter seidel|jan kautz|hendrik p. a. lensch,,acquisition and analysis of bispectral bidirectional reflectance and reradiation distribution functions.,2010,,,,2273673,journals/tog/HullinHASKL10,3,3,5,3,5,2
fubo rao|tie li|yuelin wang,,synthesis of horizontally aligned single-walled carbon nanotubes without external force and their growth characteristics.,2009,,,,910614,conf/nems/RaoLW09,1,0,5,0,5,2
reza sherafat kazemzadeh|hans-arno jacobsen,,reliable and highly available distributed publish/subscribe service.,2009,,,,724572,conf/srds/KazemzadehJ09,1,0,5,0,5,2
fabiano cutigi ferrari|rachel burrows|otávio augusto lazzarini lemos|alessandro garcia|eduardo figueiredo|nélio cacho|frederico lopes|nathalia temudo|liana silva|sérgio soares|awais rashid|paulo cesar masiero|thaís vasconcelos batista|josé carlos maldonado,,an exploratory study of fault-proneness in evolving aspect-oriented programs.,2010,,,,429435,conf/icse/FerrariBLGFCLTSSRMBM10,1,0,5,0,5,2
eric anderson|dirk beyer 0002|kamalika chaudhuri|terence kelly|norman salazar|cipriano a. santos|ram swaminathan|robert endre tarjan|janet l. wiener|yunhong zhou,,value-maximizing deadline scheduling and its application to animation rendering.,2005,,,,720120,conf/spaa/AndersonBCKSSSTWZ05,1,0,14,0,14,2
nabil h. mustafa|saurabh ray,,reprint of: weak epsilon-nets have basis of size o(1/epsilonlog(1/epsilon)) in any dimension.,2010,,,,1891099,journals/comgeo/MustafaR10,1,9,5,9,0,2
zhong ren|rui wang 0004|john snyder|kun zhou|xinguo liu|bo sun|peter-pike j. sloan|hujun bao|qunsheng peng|baining guo,,real-time soft shadows in dynamic scenes using spherical harmonic exponentiation.,2006,,,,2272926,journals/tog/RenWSZLSSBPG06,3,3,5,3,5,2
jinting wang|jun cai|attahiru sule alfa,,new channel model for wireless communications: finite-state phase-type semi-markov channel model.,2008,,,,324588,conf/icc/WangCA08,1,0,19,0,19,2
feng wang 0004|xiaoxia wu|yuan xie,,variability-driven module selection with joint design time optimization and post-silicon tuning.,2008,,,,62300,conf/aspdac/WangWX08,1,0,21,0,21,2
ahm shamsuzzoha|timo kankaanpaa|petri helo|luis maia carneiro|ricardo almeida|rosanna fornasiero,,non-hierarchical collaboration in dynamic business communities.,2010,,,,450424,conf/ifip5-5/ShamsuzzohaKHCAF10,3,0,23,0,23,2
morten nielsen,,"an example of an almost greedy uniformly bounded orthonormal basis for lp(0, 1).",2007,,,,2085892,journals/jat/Nielsen07,3,16,5,16,0,2
shuo chen|bin liu|mingjie qian|changshui zhang,,instance- and bag-level manifold regularization for aggregate outputs classification.,2009,,,,113290,conf/cikm/ChenLQZ09,1,0,26,0,26,2
ronny meir|neri merhav,,on the stochastic complexity of learning realizable and unrealizable rules.,1995,,,,2146600,journals/ml/MeirM95,3,18,5,18,5,2
bing liu 0002|jiuyong li|anna tsykin|lin liu|arti b. gaur|gregory j. goodall,,exploring complex mirna-mrna interactions with bayesian networks by splitting-averaging strategy.,2009,,,,1850756,journals/bmcbi/LiuLTLGG09,3,21,5,21,5,2
luis a. cisternas|jessica cueto|ross swaney,,flowsheet synthesis of fractional crystallization processes with cake washing.,2004,,,,2389076,journals/cce/CisternasCS04,1,23,5,23,5,2
brigitte kervella|valérie gay|eric horlait,,towards a complete multimedia mail: use of mheg in standard messaging system.,1994,,,,137558,conf/cost/KervellaGH94,1,0,5,0,5,2
ming jiang 0004|qiang ji|bruce f. mcewen,,automated extraction of fine features of kinetochore microtubules and plus-ends from electron tomography volume.,2006,,,,2251660,journals/tip/JiangJM06,3,25,5,25,0,2
bernard chen|christopher rhodes|christopher kline|luke irvin,,protein sequence motif information generated by fuzzy - hybrid hierarchical k-means clustering algorithm.,2010,,,,77089,conf/biocomp/ChenRKI10,4,0,37,0,37,2
roberto santana tapia|maya daneva|pascal van eck|nicte-há castro cárdenas|leida van oene,,business-it alignment domains and principles for networked organizations: a qualitative multiple case study.,2008,,,,615549,conf/otm/TapiaDECO08,1,0,38,0,38,2
russell h. taylor|janez funda|leo joskowicz|alan d. kalvin|stephen h. gomory|andré guéziec|lisa m. g. brown,,an overview of computer-integrated surgery at the ibm thomas j. watson research center.,1996,,,,2003130,journals/ibmrd/TaylorFJKGGB96,3,28,5,28,0,2
bo wang 0004|junshan zhang|lizhong zheng,,achievable rates and scaling laws of power-constrained wireless sensory relay networks.,2006,,,,2261328,journals/tit/WangZZ06,3,2,5,2,5,2
thomas ludwig,,query processing in lilog-db: what it is and where it goes.,1991,,,,82236,conf/btw/Ludwig91,1,0,40,0,40,2
dimitrios a. karras,,an improved modular neural network model for adaptive trajectory tracking control of robot manipulators.,2008,,,,402096,conf/iconip/Karras09,1,0,5,0,5,2
fumihito arai|tomohiko sugiyama|toshio fukuda|hitoshi iwata|kouichi itoigawa,,micro tri-axial force sensor for 3d bio-micromanipulation.,1999,,,,414359,conf/icra/AraiSFII99,1,0,47,0,47,2
sankhayan choudhury|nabendu chaki|swapan bhattacharya,,graph object oriented model and query language: a semi-structured approach.,2001,,,,535420,conf/itcc/ChoudhuryCB01,3,0,49,0,49,2
tasuku nishihara|takeshi matsumoto|masahiro fujita,,word-level equivalence checking in bit-level accuracy by synthesizing designs onto identical datapath.,2009,,,,2015157,journals/ieicet/NishiharaMF09,3,34,5,34,5,2
wei xu|jianhua zhang|yi liu|ping zhang,,performance analysis of semi-blind amplify-and-forward relay system in mixed nakagami-m and rician fading channels.,2010,,,,2016859,journals/ieicet/XuZLZ10,1,34,5,34,5,2
e. lavretsky,,on the exact solution of the parity-n problem using ordered neural networks.,2000,,,,2166516,journals/nn/Lavretsky00,1,38,5,38,5,2
jongwoo kim|daniel x. le|george r. thoma,,naive bayes classifier for extracting bibliographic information from biomedical online articles.,2008,,,,186774,conf/dmin/KimLT08,1,0,57,0,57,2
tibério s. caetano|terry caelli|dante augusto couto barone,,an optimal probabilistic graphical model for point set matching.,2004,,,,725996,conf/sspr/CaetanoCB04,1,0,58,0,58,2
kamal taha|ramez elmasri,,xcdsearch: an xml context-driven search engine.,2010,,,,2266747,journals/tkde/TahaE10,3,40,5,40,5,2
guangdeng liao|laxmi n. bhuyan|wei wu|heeyeol yu|steve r. king,,a new tcb cache to efficiently manage tcp sessions for web servers.,2010,,,,811364,conf/ancs/LiaoBWYK10,1,0,5,0,5,2
k. bammann|u. helmert,,gesundheitliche risiken und arbeitslosigkeit - ergebnisse der gesundheitssurveys der deutschen herz-kreislauf-präventionsstudie.,1994,,,,275208,conf/gmds/BammannH94,1,0,61,0,61,2
parvathi chundi|rui zhang 0004|daniel j. rosenkrantz,,efficient algorithms for constructing time decompositions of time stamped documents.,2005,,,,176060,conf/dexa/Chundi0R05,1,0,65,0,65,2
jinn-biau sheu|jyh-jone lee,,synthesis of tendon-driven manipulators with high fault tolerance.,2009,,,,712668,conf/smc/SheuL09,1,0,68,0,68,2
c. r. bector|suresh chandra|vidyottama vijay,,duality in linear programming with fuzzy parameters and matrix games with fuzzy pay-offs.,2004,,,,1989543,journals/fss/BectorCV04,3,46,5,46,5,2
ling zhang|bo zhang,,the statistical inference method in heuristic search techniques.,1983,,,,460732,conf/ijcai/ZhangZ83,1,0,71,0,71,2
huai-rong shao|chia shen|daqing gu|jinyun zhang|philip v. orlik,,dynamic resource control for high-speed downlink packet access wireless channel.,2003,,,,349786,conf/icdcsw/ShaoSGZO03,4,0,5,0,5,2
ming chang|jen-cheng chen|jia-sheng heh,,the control of membrane thickness in pecvd process utilizing a rule extraction technique of neural networks.,2006,,,,518454,conf/isnn/ChangCH06,1,0,73,0,73,2
yung ryn choe|derek l. schuff|jagadeesh m. dyaberi|vijay s. pai,,improving vod server efficiency with bittorrent.,2007,,,,590394,conf/mm/ChoeSDP07,1,0,74,0,74,2
chan vee chong|vahid tarokh,,a simple encodable/decodable ofdm qpsk code with low peak-to-mean envelope power ratio.,2001,,,,2256083,journals/tit/ChongT01,3,2,5,2,5,2
theodoros k. dikaliotis|alexandros g. dimakis|tracey ho,,security in distributed storage systems by communicating a logarithmic number of bits,2010,,,,1925423,journals/corr/abs-1005-0426,3,5,5,5,5,2
