pauthor,ptitle,pyear,pid,pkey,journal,journalfull,booktitle,booktitlefull,journal_abbreviation,ptype
donna karolchik|robert m. kuhn|robert baertsch|galt p. barber|hiram clawson|mark diekhans|belinda giardine|rachel a. harte|angela s. hinrichs|fan hsu|k. m. kober|webb miller|j. s. pedersen|andy pohl|brian j. raney|brooke l. rhead|kate r. rosenbloom|kayla e. smith|mario stanke|archana thakkapallayil|heather trumbower|t. wang|ann s. zweig|david haussler|w. james kent,the ucsc genome browser database: 2008 update.,2008,2159921,journals/nar/KarolchikKBBCDGHHHKMPPRRRSSTTWZHK08,nucleic acids research,international journal of ad hoc and ubiquitous computing (ijahuc),,,,article
yulei sun|nael h. el-farra,quasi-decentralized model-based networked control of process systems.,2008,2389528,journals/cce/SunE08,computers & chemical engineering,journal of computer applications in technology,,,,article
qi ling|tongtong li,a spectrally efficient frequency hopping scheme.,2007,826705,conf/ciss/LingL07,,,ciss,medical image computing and computer assisted intervention,,inproceedings
paul flicek|b. l. aken|kathryn beal|benoit ballester|mario cáccamo|yuan chen|laura clarke|g. coates|fiona cunningham|tim cutts|thomas a. down|s. c. dyer|t. eyre|stephen fitzgerald|j. fernandez-banet|stefan gräf|syed haider|martin hammond|richard c. g. holland|kevin l. howe|k. howe|n. johnson|andrew m. jenkinson|andreas kähäri|damian keefe|felix kokocinski|eugene kulesha|daniel lawson|i. longden|karine megy|patrick meidl|b. overduin|anne parker|bethan pritchard|andreas prlic|s. rice|daniel rios|michael schuster|i. sealy|guy slater|damian smedley|g. spudich|s. trevanion|albert j. vilella|j. vogel|s. white|m. wood|ewan birney|tony cox|val curwen|richard durbin|x. m. fernandez-suarez|javier herrero|tim j. p. hubbard|arek kasprzyk|glenn proctor|james smith|abel ureta-vidal|stephen m. j. searle,ensembl 2008.,2008,2159792,journals/nar/FlicekABBCCCCCCDDEFFGHHHHHJJKKKKLLMMOPPPRRSSSSSTVVWWBCCDFHHKPSUS08,nucleic acids research,international journal of ad hoc and ubiquitous computing (ijahuc),,,,article
lucian wischik|philippa gardner,strong bisimulation for the explicit fusion calculus.,2004,249482,conf/fossacs/WischikG04,,,,,,inproceedings
xu miao|rajesh p. n. rao,large margin boltzmann machines.,2009,461541,conf/ijcai/MiaoR09,,,ijcai,inroads (acm sigcse bulletin)|acm sigcse bulletin,,inproceedings
argyrios zymnis|stephen p. boyd|dimitry m. gorinevsky,mixed state estimation for a linear gaussian markov model.,2008,882278,conf/cdc/ZymnisBG08,,,cdc,working conference on reverse engineering,,inproceedings
kou-yuan huang|jiun-de you|kai-ju chen|hung-lin lai|an-jin don,hough transform neural network for seismic pattern detection.,2006,462745,conf/ijcnn/HuangYCLD06,,,,,,inproceedings
jevin d. west|theodore bergstrom|carl t. bergstrom,big macs and eigenfactor scores: don't let correlation coefficients fool you,2009,1922148,journals/corr/abs-0911-1807,corr,international journal of wireless information networks,,,,incollection
hua-qing yang|song qin|song qin 0002|chang-wei hu,theoretical study on the gas-phase reaction mechanism between nickel monoxide and methane for syngas production.,2009,2093352,journals/jcc/YangQQH09,journal of computational chemistry,kunstliche intelligenz,,,,incollection
jagdish chandra patra|onkar singh,artificial neural networks-based approach to design aris using qsar for diabetes mellitus.,2009,2093393,journals/jcc/PatraS09,journal of computational chemistry,kunstliche intelligenz,,,,article
haihong fu|zhengyu jin|jianping dai|kemin chen|tao wang|tie li|peiyi gao|kuncheng li|cheng zhou|xiangke du|jingtao miao|baoluo li|yusheng he|minchen peng|qiyong guo|chunhua chai|min luo|xiaolin wang|jinxiong chen|ji xie,"picture archiving and communication system in china: the development, problem, and integrating strategy with ihe.",2003,89400,conf/cars/FuJDCWLGLZDMLHPGCLWCX03,,,,,,inproceedings
joanna golinska-pilarek|angel mora|emilio muñoz-velasco,"an atp of a relational proof system for order of magnitude reasoning with negligibility, non-closeness and distance.",2008,646446,conf/pricai/Golinska-PilarekMM08,,,,,,inproceedings
magesh jayapandian|adriane chapman|v. glenn tarcea|cong yu|aaron elkiss|angela ianni|bin liu 0002|arnab nandi|carlos santos|philip andrews|brian d. athey|david j. states|h. v. jagadish,michigan molecular interactions (mimi): putting the jigsaw puzzle together.,2007,2159508,journals/nar/JayapandianCTYEILNSAASJ07,nucleic acids research,international journal of ad hoc and ubiquitous computing (ijahuc),,,,article
alexander v. mitin|jon baker|krzysztof wolinski|peter pulay,parallel stored-integral and semidirect hartree-fock and dft methods with data compression.,2003,2091801,journals/jcc/MitinBWP03,journal of computational chemistry,kunstliche intelligenz,,,,article
joshua paul robinson|ram swaminathan|edward w. knightly,assessment of urban-scale wireless networks with a small number of measurements.,2008,593680,conf/mobicom/RobinsonSK08,,,spaa,asia and south pacific design automation conference,,inproceedings
lusheng wang|ying xu 0002,segid: identifying interesting segments in (multiple) sequence alignments.,2003,1844111,journals/bioinformatics/WangX03,bioinformatics,international journal of cognitive informatics and natural intelligence (ijcini),,,,article
ion stoica|scott shenker|hui zhang,core-stateless fair queueing: a scalable architecture to approximate fair bandwidth allocations in high-speed networks.,2003,2277057,journals/ton/StoicaSZ03,,,,,,article
c. andersson|d. r. andersson|p. e. tegehall|johan liu,effect of different temperature cycling profiles on the crack initiation and propagation of sn-3.5ag wave soldered solder joints.,2007,2317360,journals/mr/AnderssonATL07,microelectronics reliability,journal of digital content technology and its applications,,,,incollection
peter l. bartlett|vitaly maiorov|ron meir,almost linear vc dimension bounds for piecewise polynomial networks.,1998,604178,conf/nips/BartlettMM98,,,nips,string processing and information retrieval,,inproceedings
minghui jiang 0002|yi shen|meiqin liu,global exponential stability of non-autonomous neural networks with variable delay.,2005,518744,conf/isnn/JiangSL05,,,,,,inproceedings
guzmán santafé|josé antonio lozano|pedro larrañaga,inference of population structure using genetic markers and a bayesian model averaging approach for clustering.,2008,2090444,journals/jcb/SantafeLL08,journal of computational biology,international journal of internet protocol technology (ijipt),,,,article
nien kha hung|bernard chen 0002,prediction of curling behaviour and final placement of the contour electrode array within the human cochlea using finite element analysis.,2005,577769,conf/metmbs/HungKC05,,,metmbs,high assurance systems,,phdthesis
ingolf ståhl|raymond r. hill|joan m. donohue|henry herper|catherine m. harmonosky|w. david kelton,"teaching the classics of simulation to beginners, panel: teaching the classics of simulation to beginners (panel).",2003,784308,conf/wsc/StahlHDHHK03,,,winter simulation conference,acm/ieee joint conference on digital libraries,,inproceedings
v. arora|felix t. s. chan|manoj kumar tiwari,"corrigendum to ""an integrated approach for logistic and vendor managed inventory in supply chain"" [expert systems with applications 37 (1) (2010) 39-44].",2010,1981356,journals/eswa/AroraCT10a,expert syst. appl.,the journal of information processing systems,,,,inproceedings
h. conrad cunningham|yi liu|pallavi tadepalli,framework design using function generalization: a binary tree traversal case study.,2006,7455,conf/ACMse/CunninghamLT06,,,acm southeast regional conference,international workshop on business driven it management,,inproceedings
harald kosch|pedro r. falcone sampaio|abdelkader hameurlain|lionel brunie,"topic 05: parallel and distributed databases, data mining and knowledge discovery.",2001,230121,conf/europar/KoschSHB01,,,euro par,int. conf. / workshop on embedded systems,,inproceedings
robert g. reynolds|bin peng,cultural algorithms: modeling of how cultures learn to solve problems.,2004,433778,conf/ictai/ReynoldsP04,,,ictai,sigplan conference on programming language design and implementation,,inproceedings
ping zhang 0002|na li,love at first sight or sustained effect? the role of perceived affective quality on users' cognitive reactions to information technology.,2004,383897,conf/icis/ZhangL04,,,icis,sigplan conference on programming language design and implementation,,inproceedings
haiying guan|sameer antani|l. rodney long|george r. thoma,comparative study of spine vertebra shape retrieval using learning-based feature selection.,2009,94905,conf/cbms/GuanALT09,,,cbms,scale space theories in computer vision,,inproceedings
pedro sinogas|andré vasconcelos|artur caetano|joão neves|ricardo mendes|josé m. tribolet,business processes extensions to uml profile for business modeling.,2001,359177,conf/iceis/SinogasVCNMT01,,,visualizing the semantic web,national conference on artificial intelligence,,incollection
rui zhang 0002|jun furukawa|hideki imai,short signature and universal designated verifier signature without random oracles.,2005,27066,conf/acns/ZhangFI05,,,acns,advanced information networking and applications,,inproceedings
charlotte hucher|parastoo sadeghi,towards a low-complexity dynamic decode-and-forward relay protocol,2010,1929745,journals/corr/abs-1012-0599,corr,international journal of wireless information networks,,,,article
c. r. bector|yash p. gupta|mahesh chander gupta,v-shape property of optimal sequence of jobs about a common due date on a single machine.,1989,1900589,journals/cor/BectorGG89,computers & or,innovations in systems and software engineering,,,,article
claudio agostino ardagna|angelos stavrou|sushil jajodia|pierangela samarati|rhandi martin,a multi-path approach for k-anonymity in mobile hybrid networks.,2008,221835,conf/esorics/ArdagnaSJSM08,,,,,,phdthesis
arndt faulhaber|erica melis,an efficient student model based on student performance and metadata.,2008,195425,conf/ecai/FaulhaberM08,,,ecai,pervasive technologies related to assistive environments,,inproceedings
yu long 0002|herman lam|stanley y. w. su,adaptive grid service flow management: framework and model.,2004,437880,conf/icws/LongLS04,,,,,,inproceedings
hakan altinçay|cem ergün,clustering based under-sampling for improving speaker verification decisions using adaboost.,2004,725900,conf/sspr/AltincayE04,,,vtc fall,logic in computer science,,inproceedings
kai xu|sushil j. louis|roberto c. mancini,a scalable parallel genetic algorithm for x-ray spectroscopic analysis.,2005,265264,conf/gecco/XuLM05,,,gecco,computational learning theory,,inproceedings
chuanzhen li|jingling wang|long ye|hui wang,a novel method of dynamic textures analysis and synthesis.,2009,893723,conf/cso/LiWYW09,,,cso (2),conference on current trends in theory and practice of informatics,,inproceedings
gérard sabah|xavier briffault,caramel: a step towards reflection in natural language understanding systems.,1993,433793,conf/ictai/SabahB93,,,ictai,sigplan conference on programming language design and implementation,,inproceedings
carolyn penstein rosé|cristen torrey|vincent aleven|allen robinson|chih wu|kenneth d. forbus,cycletalk: toward a dialogue agent that guides design with an articulate simulator.,2004,538265,conf/its/RoseTARWF04,,,intelligent tutoring systems,international symposium on low power electronics and design,,inproceedings
anita das 0002,designing an e-health application in collaboration with obesity patients.,2009,886243,conf/mie/Das09,,,mie,int. conference on artificial neural networks,,inproceedings
mustapha guezouri|larbi mesbahi|abdelkader benyettou,speech recognition oriented vowel classification using temporal radial basis functions,2009,1922756,journals/corr/abs-0912-3917,corr,international journal of wireless information networks,,,,inproceedings
regant y. s. hung|h. f. ting,a tight analysis of most-requested-first for on-demand data broadcast.,2006,124401,conf/cocoon/HungT06,,,cocoon,ieee international symposium on workload characterization,,inproceedings
vincent jousse|simon petit-renaud|sylvain meignier|yannick estève|christine jacquin,automatic named identification of speakers using diarization and asr systems.,2009,899504,conf/icassp/JoussePMEJ09,,,ieee scc,computing and combinatorics,,inproceedings
jianer chen|yang liu 0002|songjian lu|barry o'sullivan|igor razgon,a fixed-parameter algorithm for the directed feedback vertex set problem.,2008,730939,conf/stoc/ChenLL08,,,stoc,computer speech & language,,inproceedings
