pauthor,ptitle,pyear,pid,pkey,journal,journalfull,booktitle,booktitlefull,journal_abbreviation,ptype
marco pedersoli|jordi gonzàlez|juan josé villanueva,high-speed human detection using a multiresolution cascade of histograms of oriented gradients.,2009,308243,conf/ibpria/PedersoliGV09,,,ibpria,computer vision for biomedical image applications,,inproceedings
zhipeng ye|wenbin chen|michael peter kennedy,modeling and simulation of delta-sigma fractional-n pll frequency synthesizer in verilog-ams.,2007,2008537,journals/ieicet/YeCK07,ieice transactions,international journal of algebra and computation (ijac),,,,article
alexander katkov|janusz szopa,chaotic processing in parallel speed independent architectures.,2002,620727,conf/parelec/KatkovS02,,,,,,inproceedings
zoran duric|wallace e. lawson|dana richards,streaming clustering algorithms for foreground detection in color videos.,2007,798936,conf/visapp/DuricLR07,,,visapp (2),european workshop on security in ad hoc and sensor networks,,inproceedings
hang sun|yang liu,a multi-objective optimization strategy based on improved taguchi method and its application of bridge structures.,2010,399060,conf/icnc/SunL10b,,,,,,inproceedings
matthias rust|guntram flach|ralph von petersdorff-campen,wieselfederation - content sharing ansatz im rahmen eines offenen verbundes von learning object repositories.,2005,174763,conf/delfi/RustFP05,,,gi jahrestagung (2),ieee transactions on automation science and engineering,,inproceedings
tom gruber,where the social web meets the semantic web.,2006,683524,conf/semweb/Gruber06,,,international semantic web conference,static analysis symposium,,inproceedings
bor-ren lin|tsung-yu yang|t. c. wei,single-phase ac/ac converter based on half-bridge npc topology.,2003,497011,conf/iscas/LinYW03,,,,,,inproceedings
sergio rodrigues de morais|alex aussem,a novel scalable and data efficient feature subset selection algorithm.,2008,635223,conf/pkdd/MoraisA08,,,ecml/pkdd (2),transactions on machine learning and data mining,,inproceedings
mingli han|yanliang zhang|cheng yap shee|tet fatt chia|wei tech ang,plant cell injection based on autofocusing algorithm.,2008,866307,conf/ram/HanZSCA08,,,ram,personal wireless communications,,inproceedings
t. z. kalamboukis,a parallel algorithm for the dense symmetric eigenvalue problem on a transputer array.,1992,2175920,journals/pc/Kalamboukis92,parallel computing,international journal of digital crime and forensics (ijdcf),,,,article
peter baumgartner,logical engineering with instance-based methods.,2007,84912,conf/cade/Baumgartner07,,,cade,principles and practice of declarative programming,,inproceedings
jeffrey p. bigham|anna cavender|jeremy t. brudvik|jacob o. wobbrock|richard e. ladner,webinsitu: a comparative analysis of blind and sighted browsing behavior.,2007,63193,conf/assets/BighamCBWL07,,,,,,inproceedings
wei zhou|lei wang|dan meng|lin yuan|jianfeng zhan,scalable group management in large-scale virtualized clusters,2010,1924597,journals/corr/abs-1003-5794,corr,international journal of wireless information networks,,,,article
lei wang|zhaohui wu|mingde zhao|guoqing yang,fault tolerant scheduling for fixed-priority tasks with preemption threshold.,2005,661014,conf/rtcsa/WangWZY05,,,rtcsa,product focused software process improvement,,inproceedings
thomas müller,auslegung neuronaler netzwerke am beispiel der fahzeugerkennung.,1994,259791,conf/fuzzy/Muller94,,,,,,inproceedings
christian glasser|heinz schmitz|victor l. selivanov,efficient algorithms for membership in boolean hierarchies of regular languages.,2008,728508,conf/stacs/GlasserSS08,,,,,,inproceedings
peer-olaf siebers|uwe aickelin|helen celia|christopher clegg,using intelligent agents to understand management practices and retail productivity,2008,1915437,journals/corr/abs-0803-1604,corr,international journal of wireless information networks,,,,article
berend-jan van der zwaag|kees slump|lambert spaanenburg,on the analysis of neural networks for image processing.,2003,558311,conf/kes/ZwaagSS03,,,kes,world conference on the www and internet,,inproceedings
y. nakamura|m. carlson|e. fujimoto|p. o'connell|m. leppert|g. m. lathrop|j. m. lalouel|r. white,isolation and mapping of a polymorphic dna sequence (pmcoc12) on chromosome 14 [d14s20].,1988,2157808,journals/nar/NakamuraCFOLLLW88,nucleic acids research,international journal of ad hoc and ubiquitous computing (ijahuc),,,,inproceedings
vijay chandru|abhi dattasharma|s. sathiya keerthi|n. k. sancheti|v. vinay,algorithms for the optimal loading of recursive neural nets.,1995,715861,conf/soda/ChandruDKSV95,,,soda,network based information systems,,inproceedings
paulo roberto freire cunha|t. s. e. maibaum,a synchronization calculus for message oriented programming.,1981,347456,conf/icdcs/CunhaM81,,,icdcs,sigmetrics performance evaluation review,,inproceedings
bob czech|jerry fjermestad|patrik jonsson,object oriented organizational modeling.,1995,286940,conf/hicss/CzechFJ95,,,hicss (4),international conference on engineering of complex computer systems,,article
xiaoyan wang|shufen liu|tongcheng geng|jun zhang|shuqiu li,an interface automata based model for web service composition.,2008,144425,conf/cscwd/WangLGZL08,,,cscwd,applicable algebra in engineering,,inproceedings
zhiming liu|mathai joseph,"verification, refinement and scheduling of real-time programs.",2001,2242425,journals/tcs/LiuJ01,,,,,,article
lorenzo masia|nestor nava rodriguez|maura casadio|pietro g. morasso|giulio sandini|psiche giannoni,adaptive training strategy of distal movements by means of a wrist-robot.,2009,839847,conf/achi/MasiaRCMSG09,,,achi,content based access of image and video databases,,inproceedings
øyvind hanssen|frank eliassen,toward a qos aware binding model.,1998,732573,conf/syben/HanssenE98,,,syben,future generation computer systems,,article
francesco pappalardo|emilio mastriani|pierluigi lollini|santo motta,genetic algorithm against cancer.,2005,774530,conf/wilf/PappalardoMLM05,,,wilf,functional imaging and modeling of the heart,,article
edeltraud hanappi-egger|hardy hanappi,learning by trying simulating strategic behavior in group decision making.,1997,287823,conf/hicss/Hanappi-EggerH97,,,hicss (2),brazilian workshop on bioinformatics,,inproceedings
nicolas turro|oussama khatib,haptically augmented teleoperation.,2000,510321,conf/iser/TurroK00,,,iser,algebraic and logic programming,,inproceedings
lawrence o'gorman|lynne shapiro brotman|michael j. sammon,how to speak an authentication secret securely from an eavesdropper.,2006,723694,conf/spw/OGormanBS06,,,security protocols workshop,computer human interaction,,inproceedings
vishwani d. agrawal|ronald d. blanton|maurizio damiani,synthesis of self-testing finite state machines from high-level specifications.,1996,532205,conf/itc/AgrawalBD96,,,itc,iberian conference on pattern recognition and image analysis,,inproceedings
tianlei hu|gang chen|ke chen 0005|jinxiang dong,garwm: towards a generalized and adaptive watermark scheme for relational data.,2005,762785,conf/waim/HuCCD05,,,waim,formal methods in computer aided design,,article
bart jacobs,inheritance and cofree constructions.,1996,202890,conf/ecoop/Jacobs96,,,ecoop,computability and complexity in analysis,,inproceedings
rahul joshi|michael d. bond|craig b. zilles,targeted path profiling: lower overhead path profiling for staged dynamic optimization systems.,2004,101657,conf/cgo/JoshiBZ04,,,cgo,computing and informatics|computers and artificial intelligence,,inproceedings
bo wang 0004|junshan zhang|anders høst-madsen,on the capacity of mimo relay channels.,2005,2260629,journals/tit/WangZH05,ieee transactions on information theory,international journal of ambient computing and intelligence (ijaci),,,,article
c. i. ezeife|jian zheng,measuring the performance of database object horizontal fragmentation schemes.,1999,440251,conf/ideas/EzeifeZ99,,,ideas,user interface software and technology,,inproceedings
theo pavlidis,the number of all possible meaningful or discernible pictures.,2009,2189401,journals/prl/Pavlidis09,pattern recognition letters,revista iberoamericana de tecnologias del aprendizaje,,,,article
dario l. ringach|robert shapley,reverse correlation in neurophysiology.,2004,1883247,journals/cogsci/RingachS04,cognitive science,acm transactions on sensor networks (tosn),,,,article
yue zhou|wei xu|huazhong ning|yihong gong|thomas s. huang,detecting unsafe driving patterns using discriminative learning.,2007,390067,conf/icmcs/ZhouXNGH07,,,,,,inproceedings
pieter w. m. koopman|artem alimarine|jan tretmans|marinus j. plasmeijer,gast: generic automated software testing.,2002,453783,conf/ifl/KoopmanATP02,,,ifl,generative programming and component engineering,,inproceedings
hui wang|zhiting xiao|hongjun zhang|shengyi jiang,parallel algorithm for mining maximal frequent patterns.,2003,54622,conf/appt/WangXZJ03,,,appt,adaptive hardware and systems,,inproceedings
rahul shah|martin farach-colton,on the midpath tree conjuncture: a counter-example.,2001,716912,conf/soda/ShahF01,,,soda,international conference on autonomic computing,,article
vinod srinivasan|ergun akleman|jianer chen,interactive construction of multi-segment curved handles .,2002,633066,conf/pg/SrinivasanAC02,,,,,,inproceedings
wolfgang kästner|rainer hampel,soft computing at the zittau ipm - an overview.,2007,855309,conf/eusflat/KastnerH07,,,eusflat conf. (1),international conference on virtual storytelling,,inproceedings
paul dütting|monika henzinger,mechanisms for the marriage and the assignment game.,2010,108978,conf/ciac/DuttingH10,,,ciac,systems,,inproceedings
petr motlícek|jan cernocký,optimal pitch path tracking for more reliable pitch detection.,2000,740305,conf/tsd/MotlicekC00,,,tsd,fuji international symposium on functional and logic programming,,inproceedings
minji kim|muriel médard|joão barros|ralf koetter,an algebraic watchdog for wireless network coding,2009,1918392,journals/corr/abs-0901-2913,corr,international journal of wireless information networks,,,,inproceedings
tom e. simos|g. tougelidis,a numerov-type method for computing eigenvalues and resonances of the radial schrödinger equation.,1996,1866403,journals/candc/SimosT96,computers & chemistry,acm transactions on storage,,,,article
shmuel tomi klein|miri ben-nissan,accelerating boyer moore searches on binary texts.,2007,773851,conf/wia/KleinB07a,,,ciaa,international conference on multimedia computing and systems,,article
moshe schwartz|jehoshua bruck,on the capacity of the precision-resolution system.,2010,2262747,journals/tit/SchwartzB10,ieee transactions on information theory,international journal of ambient computing and intelligence (ijaci),,,,inproceedings
alexander hogenboom|viorel milea|flavius frasincar|uzay kaymak,genetic algorithms for rdf query path optimization.,2008,684251,conf/semweb/HogenboomMFK08,,,,,,inproceedings
cheng zang|zhongdong huang|ke chen 0005|jinxiang dong,an architecture approach to dynamic policy in rbac.,2006,144116,conf/cscwd/ZangHCD06a,,,ijcnn,real time computing systems and applications,,inproceedings
pallab k. chatterjee,keynote address: the networked society - enabled by dsp solutions.,1998,754930,conf/vlsid/Chatterjee98,,,,,,inproceedings
lucia maddalena|alfredo petrosino|giuliano laccetti,a fusion-based approach to digital movie restoration.,2009,2184591,journals/pr/MaddalenaPL09,,,,,,article
chanda dharap|c. mic bowman,typed structured documents for information retrieval.,1996,638279,conf/podp/DharapB96,,,,,,inproceedings
karol kozak|marta kozak|katarzyna stapor,kernels for chemical compounds in biological screening.,2007,801746,conf/icannga/KozakKS07,,,iscas (1),international conference on agents and artificial intelligence,,inproceedings
kaizhu huang|jun sun 0004|yoshinobu hotta|katsuhito fujimoto|satoshi naoi,an svm-based high-accurate recognition approach for handwritten numerals by using difference features.,2007,346498,conf/icdar/HuangSHFN07,,,icdar,processing declarative knowledge,,inproceedings
anders friis-christensen|david skogan|christian s. jensen|gerhard skagestein|nectaria tryfona,management of multiply represented geographic entities.,2002,440347,conf/ideas/Friis-ChristensenSJST02,,,electronic voting,computer vision and pattern recognition,,inproceedings
van hung le|fei liu|dinh khang tran,fuzzy linguistic logic programming and its applications,2009,1919252,journals/corr/abs-0904-0589,corr,international journal of wireless information networks,,,,article
